id,address,style,year,lat,lon
28592,5217 Painted Post Dr,Ranch,1964,43.078584,-89.290195
28593,5205 Painted Post Dr,Ranch,1964,43.07867,-89.291088
28594,1805 Waunona Way,New style modern international,1964,43.049572,-89.345191
28595,309 Acewood Blvd,Ranch,1964,43.093174,-89.301849
28596,2118 Manor Green Dr,Ranch,1964,43.029578,-89.475232
28597,102 Standish Ct,Split-level,1964,43.065229,-89.443481
28598,13 N Kenosha Dr,Bi-level,1964,43.068862,-89.471301
28599,4413 School Rd,Ranch,1964,43.14264,-89.382527
28600,4821 Ferris Ave,Ranch,1964,43.082516,-89.299301
28601,3302 Leyton Ln,Contemporary,1964,43.027786,-89.43441
28602,2601 Scofield St,Ranch,1964,43.105455,-89.3521109
28603,1302 Crowley Ave,Apartment,1964,43.114444,-89.362912
28604,5826 Bartlett Ln,Ranch,1964,43.034077,-89.482746
28605,5 N Kenosha Dr,Split-level,1964,43.068681,-89.471286
28606,1 Carillon Dr,Bi-level,1964,43.067772,-89.474804
28607,1329 Tompkins Dr Unit E,Townhouse,1964,43.0578257,-89.3099467
28608,1333 Tompkins Dr Unit B,Townhouse,1964,43.0585781,-89.3114856
28609,2333 Carling Dr Unit 3,Garden,1964,43.027539,-89.460959
28610,1333 Tompkins Dr Unit C,Townhouse,1964,43.0585781,-89.3114856
28611,1001 Hathaway Dr,Bi-level,1964,43.045103,-89.488311
28612,2333 Carling Dr Unit 4,Garden,1964,43.027539,-89.460959
28613,6205 Devon Ct,Ranch,1964,43.04452,-89.487393
28614,6006 Piping Rock Rd,Split-level,1964,43.041453,-89.484731
28615,2337 Carling Dr Unit 1,Garden,1964,43.0273635,-89.4613016
28616,2302 Jonquil Rd,Ranch,1964,43.027847,-89.487906
28617,1218 Brookwood Rd,New style modern international,1964,43.040034,-89.486574
28618,1213 Salisbury Pl,Ranch,1964,43.040475,-89.487781
28619,2345 Carling Dr Unit 4,Garden,1964,43.0271562,-89.461319
28620,6317 Piping Rock Rd,Bi-level,1964,43.042619,-89.489613
28621,1317 Tompkins Dr Unit D,Townhouse,1964,43.0585782,-89.3114933
28622,6405 Alison Ln,Garden,1964,43.0457277,-89.4916205
28623,1438 W Skyline Dr,Modern two story,1964,43.085271,-89.491895
28624,1321 Tompkins Dr Unit G,Townhouse,1964,43.0584343,-89.3105882
28625,504 Crestview Dr,Ranch,1964,43.057491,-89.319944
28626,5518 Kroncke Dr,Ranch,1964,43.027902,-89.473649
28627,1106 Sequoia Trl,Ranch,1964,43.04132,-89.401473
28628,2214 S Whitney Way,Ranch,1964,43.028563,-89.476267
28629,4509 Bunker Hill Ln,Ranch,1964,43.133161,-89.307091
28630,1029 Spaight St Unit 5D,Garden,1964,43.0800414,-89.3652948
28631,1029 Spaight St Unit 4D,Garden,1964,43.0800414,-89.3652948
28632,1029 Spaight St Unit 6C,Garden,1964,43.0800414,-89.3652948
28633,1029 Spaight St Unit 3C,Garden,1964,43.0800414,-89.3652948
28634,1029 Spaight St Unit 2B,Garden,1964,43.0800414,-89.3652948
28635,1029 Spaight St Unit 1B,Garden,1964,43.0800414,-89.3652948
28636,1010 Sequoia Trl,Cape Cod,1964,43.042042,-89.399719
28637,1029 Spaight St Unit 7A,Garden,1964,43.0800414,-89.3652948
28638,1029 Spaight St Unit 8A,Garden,1964,43.0800414,-89.3652948
28639,1006 Sequoia Trl,Ranch,1964,43.042038,-89.399423
28640,711 S Few St Unit 2E,Garden,1964,43.0809684,-89.3613019
28641,2109 Gilbert Rd,Modern two story,1964,43.030109,-89.47304
28642,713 S Few St Unit 2W,Garden,1964,43.0809472,-89.3612735
28643,711 S Few St Unit 1E,Garden,1964,43.0809684,-89.3613019
28644,2121 Gilbert Rd,Bi-level,1964,43.0295879,-89.472955
28645,809 Blue Ridge Pkwy,New style modern international,1964,43.077332,-89.490877
28646,2318 Teal Dr,Ranch,1964,43.027797,-89.47058
28647,2309 Teal Dr,Modern two story,1964,43.028213,-89.469813
28648,1321 Tompkins Dr Unit E,Townhouse,1964,43.0584343,-89.3105882
28649,314 N Segoe Rd Unit 203,Garden,1964,43.0702949,-89.4543208
28650,1110 Droster Rd,Modern two story,1964,43.082156,-89.287348
28651,2206 Tawhee Dr,Split-level,1964,43.0291659,-89.469281
28652,1321 Tompkins Dr Unit C,Townhouse,1964,43.0584343,-89.3105882
28653,4701 Bob-o-link Ln,Ranch,1964,43.089509,-89.300399
28654,1317 Tompkins Dr Unit F,Townhouse,1964,43.0585782,-89.3114933
28655,1321 Tompkins Dr Unit D,Townhouse,1964,43.0584343,-89.3105882
28656,1801 Rae Ln,Ranch,1964,43.033643,-89.483968
28657,1810 Cameron Dr,Ranch,1964,43.0331199,-89.483482
28658,4814 Goldfinch Dr,Bi-level,1964,43.089487,-89.299626
28659,4713 Bob-o-link Ln,Ranch,1964,43.089762,-89.299901
28660,4707 Bob-o-link Ln,Ranch,1964,43.089645,-89.300163
28661,1109 Timothy Ave,Ranch,1964,43.081685,-89.298415
28662,1321 Tompkins Dr Unit F,Townhouse,1964,43.0584343,-89.3105882
28663,2522 Independence Ln,Ranch,1964,43.131925,-89.308155
28664,2606 Independence Ln,Split-level,1964,43.132881,-89.308143
28665,4610 Declaration Ln,Modern two story,1964,43.1328419,-89.3057199
28666,1122 S Whitney Way,Bi-level,1964,43.042292,-89.477678
28667,6021 Meadowood Dr,Ranch,1964,43.026829,-89.487227
28668,4018 Toban Dr,Ranch,1964,43.1371139,-89.382227
28669,4010 Toban Dr,Ranch,1964,43.136752,-89.38224
28670,4006 Toban Dr,Ranch,1964,43.136578,-89.382238
28671,1113 Timothy Ave,Ranch,1964,43.081485,-89.298227
28672,6309 Landfall Dr,Modern two story,1964,43.064574,-89.487362
28673,2321 Carling Dr Unit 2,Garden,1964,43.0277323,-89.4612707
28674,2341 Carling Dr Unit 2,Garden,1964,43.027159,-89.460997
28675,2341 Carling Dr Unit 3,Garden,1964,43.027159,-89.460997
28676,2345 Carling Dr Unit 3,Garden,1964,43.0271562,-89.461319
28677,2345 Carling Dr Unit 2,Garden,1964,43.0271562,-89.461319
28678,2602 Independence Ln,Modern two story,1964,43.132688,-89.308162
28679,1714 Elka Ln,Ranch,1964,43.126032,-89.362089
28680,1726 Elka Ln,Ranch,1964,43.126005,-89.361794
28681,2306 Aspen Rd,Bi-level,1964,43.028283,-89.471824
28682,2301 Tawhee Dr,Ranch,1964,43.028421,-89.468382
28683,1163 Fleetwood Ave,Ranch,1964,43.081294,-89.299583
28684,5209 Kroncke Dr,Ranch,1964,43.02732,-89.4698219
28685,5309 Kroncke Dr,Ranch,1964,43.027361,-89.471022
28686,2005 S Whitney Way,Ranch,1964,43.031407,-89.47644
28687,2009 S Whitney Way,Ranch,1964,43.0311809,-89.476404
28688,2106 Teal Dr,Ranch,1964,43.030353,-89.471129
28689,2214 Jonquil Rd,Ranch,1964,43.0282259,-89.487906
28690,4710 Academy Dr,Cape Cod,1964,43.078062,-89.300765
28691,1602 Summit Ave,New style modern international,1964,43.0716094,-89.4139349
28692,2013 S Whitney Way,Ranch,1964,43.030935,-89.476416
28693,2101 S Whitney Way,Ranch,1964,43.030667,-89.476454
28694,1017 Havey Rd,Split-level,1964,43.140696,-89.379414
28695,6014 Malabar Ln,Ranch,1964,43.0292389,-89.486616
28696,128 Frigate Dr,Bi-level,1964,43.065731,-89.484112
28697,5214 Academy Dr,Ranch,1964,43.078255,-89.290519
28698,4525 Jade Ln,Ranch,1964,43.093428,-89.3041779
28699,2214 Manor Green Dr,Ranch,1964,43.028656,-89.474744
28700,1159 Fleetwood Ave,Ranch,1964,43.081438,-89.299829
28701,2302 Manor Green Dr,Ranch,1964,43.028436,-89.474625
28702,513 Meadowlark Dr,Modern two story,1964,43.089989,-89.296947
28703,4613 Bob-o-link Ln,Split-level,1964,43.089234,-89.300961
28704,1321 Tompkins Dr Unit H,Townhouse,1964,43.0584343,-89.3105882
28705,4105 Dwight Dr,Ranch,1964,43.1254459,-89.314176
28706,1167 Fleetwood Ave,Ranch,1964,43.081114,-89.299383
28707,5113 Academy Dr,Ranch,1964,43.077698,-89.292055
28708,414 Hummingbird Ln,Bi-level,1964,43.091032,-89.30131
28709,5109 Open Wood Way,Ranch,1964,43.086121,-89.293505
28710,1325 Tompkins Dr Unit C,Townhouse,1964,43.0584329,-89.3106742
28711,4734 Crescent Rd,Ranch,1964,43.025045,-89.4597129
28712,4610 Bob-o-link Ln,Split-level,1964,43.089743,-89.301364
28713,913 Inwood Way,Ranch,1964,43.085312,-89.2936749
28714,517 Acewood Blvd,Modern two story,1964,43.089668,-89.301796
28715,960 Clarence Ct,Apartment,1964,43.056461,-89.388052
28716,510 Hummingbird Ln,Ranch,1964,43.090107,-89.301307
28717,1325 Tompkins Dr Unit A,Townhouse,1964,43.0584329,-89.3106742
28718,209 Carillon Dr,Modern two story,1964,43.06583,-89.473795
28719,1325 Tompkins Dr Unit B,Townhouse,1964,43.0584329,-89.3106742
28720,5421 Trempealeau Trl,Split-level,1964,43.065999,-89.474622
28721,4514 Turquoise Ln,Ranch,1964,43.093075,-89.304922
28722,5610 Varsity Hill,Ranch,1964,43.067414,-89.4773529
28723,5425 Trempealeau Trl,Cape Cod,1964,43.065994,-89.474967
28724,4313 Mandrake Rd,Ranch,1964,43.141876,-89.377632
28725,3925 Priscilla Ln,Split-level,1964,43.066083,-89.442064
28726,1410 E Skyline Dr,Ranch,1964,43.083475,-89.49024
28727,4505 Mandrake Rd,Ranch,1964,43.143622,-89.377566
28728,1325 Tompkins Dr Unit G,Townhouse,1964,43.0584329,-89.3106742
28729,1614 Delaware Blvd,Ranch,1964,43.143464,-89.366784
28730,1610 Delaware Blvd,Ranch,1964,43.1435109,-89.36702
28731,2210 Jonquil Rd,Ranch,1964,43.02844,-89.487904
28732,1325 Tompkins Dr Unit E,Townhouse,1964,43.0584329,-89.3106742
28733,4505 Major Ave,Bungalow,1964,43.075279,-89.314895
28734,1325 Tompkins Dr Unit D,Townhouse,1964,43.0584329,-89.3106742
28735,1622 Delaware Blvd,Ranch,1964,43.143362,-89.366303
28736,1618 Delaware Blvd,Ranch,1964,43.143414,-89.366547
28737,5718 Russett Rd,Apartment,1964,43.033125,-89.478304
28738,1325 Tompkins Dr Unit F,Townhouse,1964,43.0584329,-89.3106742
28739,5613 Raymond Rd,Ranch,1964,43.031616,-89.476427
28740,1518 Vondron Rd,Bi-level,1964,43.075904,-89.291783
28741,1449 E Skyline Dr,Ranch,1964,43.085821,-89.490837
28742,4502 Mandrake Rd,Ranch,1964,43.143473,-89.378307
28743,4426 Diamond Dr,Ranch,1964,43.098068,-89.306049
28744,4529 Milwaukee St,Ranch,1964,43.098473,-89.30353
28745,4417 Barby Ln,Ranch,1964,43.142896,-89.380818
28746,1302 Forster Dr,Modern two story,1964,43.131499,-89.375618
28747,6022 Mayhill Dr,Ranch,1964,43.028297,-89.487231
28748,605 Cedar St,Ranch,1964,43.051668,-89.3925912
28749,2302 Calypso Rd,Cape Cod,1964,43.123559,-89.366462
28750,6002 Malabar Ln,Ranch,1964,43.029234,-89.485828
28751,4705 Barby Ln,Ranch,1964,43.1451629,-89.381235
28752,313 Acewood Blvd,Ranch,1964,43.092994,-89.30185
28753,1405 E Skyline Dr,Ranch,1964,43.083047,-89.489532
28754,918 High St,Apartment,1964,43.056411,-89.4020929
28755,1325 Tompkins Dr Unit H,Townhouse,1964,43.0584329,-89.3106742
28756,1329 Tompkins Dr Unit D,Townhouse,1964,43.0578257,-89.3099467
28757,4425 Milwaukee St,Ranch,1964,43.0984369,-89.306048
28758,4950 Knox Ln,Ranch,1964,43.036129,-89.464359
28759,4717 Ferris Ave,Ranch,1964,43.082756,-89.300287
28760,1329 Tompkins Dr Unit A,Townhouse,1964,43.0578257,-89.3099467
28761,1329 Tompkins Dr Unit C,Townhouse,1964,43.0578257,-89.3099467
28762,1329 Tompkins Dr Unit B,Townhouse,1964,43.0578257,-89.3099467
28763,106 Frigate Dr,Modern two story,1964,43.066677,-89.484499
28764,4618 Barby Ln,Ranch,1964,43.144856,-89.381956
28765,1333 Tompkins Dr Unit G,Townhouse,1964,43.0585781,-89.3114856
28766,1902 Kenneth St,Ranch,1964,43.033229,-89.463221
28767,5938 South Hill Dr,Ranch,1964,43.067015,-89.482604
28768,1333 Tompkins Dr Unit F,Townhouse,1964,43.0585781,-89.3114856
28769,1333 Tompkins Dr Unit E,Townhouse,1964,43.0585781,-89.3114856
28770,1333 Tompkins Dr Unit D,Townhouse,1964,43.0585781,-89.3114856
28771,1709 Kenneth St,Ranch,1964,43.034127,-89.46238
28772,1806 Kenneth St,Ranch,1964,43.033759,-89.463136
28773,1810 Kenneth St,Ranch,1964,43.033584,-89.463199
28774,929 Debra Ln,Ranch,1964,43.147024,-89.37999
28775,1014 Forster Dr,Bi-level,1964,43.130744,-89.379412
28776,210 Green Lake Pass,Bi-level,1964,43.070536,-89.467479
28777,2206 Jonquil Rd,Ranch,1964,43.028644,-89.487905
28778,4805 Ilene Ln,Ranch,1964,43.146835,-89.3789089
28779,1218 Frisch Rd,Bi-level,1964,43.039771,-89.493231
28780,310 N Segoe Rd Unit 102,Garden,1964,43.0702802,-89.4543151
28781,4810 Ilene Ln,Ranch,1964,43.14701,-89.379631
28782,1333 Tompkins Dr Unit A,Townhouse,1964,43.0585781,-89.3114856
28783,4905 Ilene Ln,Ranch,1964,43.147774,-89.378829
28784,14 Bromley Cir,Split-level,1964,43.085097,-89.294783
28785,2209 Gilbert Rd,Ranch,1964,43.028902,-89.472582
28786,909 E Dayton St,Apartment,1964,43.083844,-89.37473
28787,4425 Vale Cir,Modern two story,1964,43.045989,-89.4535
28788,4718 Crescent Rd,Ranch,1964,43.025115,-89.459078
28789,5514 Denton Pl,Split-level,1964,43.031081,-89.474889
28790,1317 Tompkins Dr Unit E,Townhouse,1964,43.0585782,-89.3114933
28791,2205 Gilbert Rd,Ranch,1964,43.029133,-89.472703
28792,2309 Carling Dr Unit 1,Garden,1964,43.027896,-89.46092
28793,2129 S Whitney Way,Ranch,1964,43.029601,-89.475887
28794,5301 Raymond Rd,Bi-level,1964,43.03147,-89.470412
28795,6314 Woodington Way,Modern two story,1964,43.041464,-89.489687
28796,1501 Iowa Dr,Ranch,1964,43.141097,-89.370461
28797,2209 Teal Dr,Modern two story,1964,43.029538,-89.470029
28798,602 Meadowlark Dr,Ranch,1964,43.089514,-89.297915
28799,606 Meadowlark Dr,Ranch,1964,43.089283,-89.297915
28800,5422 E Buckeye Rd,Ranch,1964,43.0737949,-89.286852
28801,4942 Goldfinch Dr,Ranch,1964,43.091523,-89.298963
28802,2218 Teal Dr,Ranch,1964,43.028912,-89.470592
28803,2217 Teal Dr,Ranch,1964,43.0291,-89.469848
28804,5009 Maher Ave,Ranch,1964,43.067579,-89.313498
28805,1305 Tompkins Dr Unit B,Townhouse,1964,43.0576549,-89.310337
28806,1802 Kenneth St,Ranch,1964,43.0339389,-89.463104
28807,801 Wheeler Rd,Ranch,1964,43.147236,-89.3843909
28808,2114 Manor Green Dr,Ranch,1964,43.029821,-89.475361
28809,3409 Dawes St,Ranch,1964,43.095949,-89.3314879
28810,3052 Waunona Way,Bi-level,1964,43.044896,-89.366434
28811,4225 Barby Ln,Ranch,1964,43.140574,-89.380222
28812,1702 Elka Ln,Ranch,1964,43.126339,-89.362135
28813,1810 Elka Ln,Ranch,1964,43.125987,-89.360899
28814,1402 Arrowood Dr,Ranch,1964,43.121968,-89.37005
28815,4710 Bunker Hill Ln,Ranch,1964,43.133712,-89.304368
28816,4617 Bunker Hill Ln,Split-level,1964,43.1331909,-89.305161
28817,302 N Segoe Rd Unit 203,Garden,1964,43.0701732,-89.4546747
28818,4722 Crescent Rd,Ranch,1964,43.025079,-89.459394
28819,4721 Crescent Rd,Ranch,1964,43.0246403,-89.4590698
28820,6302 Bradley Pl,Modern two story,1964,43.042134,-89.489707
28821,5922 Piping Rock Rd,Ranch,1964,43.041348,-89.483732
28822,909 Laurie Dr,Modern two story,1964,43.04554,-89.492327
28823,5721 Hempstead Rd,Bi-level,1964,43.0398629,-89.47978
28824,1109 Valley Stream Dr,Bi-level,1964,43.04358,-89.488399
28825,6202 Piping Rock Rd,Bi-level,1964,43.04172,-89.487381
28826,1814 Cameron Dr,Townhouse,1964,43.03287,-89.483491
28827,6321 Piping Rock Rd,Modern two story,1964,43.042733,-89.489899
28828,506 Hummingbird Ln,Ranch,1964,43.090357,-89.301304
28829,518 Caldy Pl,Modern two story,1964,43.055217,-89.461415
28830,5506 Varsity Hill,Split-level,1964,43.0667,-89.47521
28831,1813 Kenneth St,Ranch,1964,43.033405,-89.46248
28832,2202 Manor Green Dr,Ranch,1964,43.029342,-89.475105
28833,4601 Dakota Dr,Ranch,1964,43.143549,-89.367377
28834,1626 Delaware Blvd,Ranch,1964,43.14331,-89.366056
28835,1637 Wyoming Way,Ranch,1964,43.143462,-89.365114
28836,1629 Wyoming Way,Ranch,1964,43.143562,-89.365594
28837,1625 Wyoming Way,Ranch,1964,43.143614,-89.365832
28838,1617 Wyoming Way,Ranch,1964,43.143723,-89.366298
28839,6206 Davenport Dr,Modern two story,1964,43.043455,-89.486734
28840,1113 Sequoia Trl,Ranch,1964,43.040777,-89.401347
28841,3130 Hermina St,Ranch,1964,43.101509,-89.336217
28842,133 Nautilus Dr,Ranch,1964,43.064951,-89.485975
28843,6 Carillon Dr,Bi-level,1964,43.067549,-89.475394
28844,6416 Offshore Dr,Townhouse,1964,43.0632962,-89.4903444
28845,314 N Segoe Rd Unit 102,Garden,1964,43.0702949,-89.4543208
28846,314 N Segoe Rd Unit 202,Garden,1964,43.0702949,-89.4543208
28847,216 Walnut St,Modern two story,1964,43.070974,-89.425741
28848,1022 Friar Ln,Bi-level,1964,43.044111,-89.480918
28849,1210 Loruth Ter,Ranch,1964,43.040234,-89.4657639
28850,1018 Hathaway Dr,Ranch,1964,43.044204,-89.4883289
28851,10 Carillon Dr,Modern two story,1964,43.067377,-89.475182
28852,1014 Debra Ln,Ranch,1964,43.14766,-89.378185
28853,5645 Lake Mendota Dr,Colonial,1964,43.087401,-89.475835
28854,4421 Milwaukee St,Ranch,1964,43.098431,-89.306337
28855,610 Meadowlark Dr,Ranch,1964,43.089061,-89.297912
28856,4513 Onyx Ln,Ranch,1964,43.091668,-89.304885
28857,614 Meadowlark Dr,Ranch,1964,43.088841,-89.29791
28858,4709 Eldorado Ln,Ranch,1964,43.07841,-89.300765
28859,5213 Painted Post Dr,Ranch,1964,43.078617,-89.290492
28860,1506 Cameron Dr,Bi-level,1964,43.037466,-89.483114
28861,4409 Vale Cir,Ranch,1964,43.046337,-89.452308
28862,1513 Dondee Rd,Ranch,1964,43.076072,-89.301741
28863,102 Frigate Dr,Modern two story,1964,43.066876,-89.484689
28864,6018 Malabar Ln,Ranch,1964,43.0292389,-89.486876
28865,4322 Waite Cir,Ranch,1964,43.048007,-89.449616
28866,1806 Lewon Dr,Bi-level,1964,43.033319,-89.468868
28867,3208 Gregory St,Ranch,1964,43.056227,-89.435751
28868,4609 Dakota Dr,Modern two story,1964,43.143931,-89.367079
28869,1634 Delaware Blvd,Ranch,1964,43.1432069,-89.36557
28870,1013 Debra Ln,Ranch,1964,43.14711,-89.378221
28871,4918 Sherwood Rd,Ranch,1964,43.051176,-89.4627129
28872,6114 Driftwood Ave,Bi-level,1964,43.0636439,-89.484982
28873,833 Northland Dr,Ranch,1964,43.145946,-89.383568
28874,1506 Dondee Rd,Ranch,1964,43.076502,-89.302475
28875,3322 Leyton Ln,Split-level,1964,43.02729,-89.432625
28876,4422 Waite Ln,Split-level,1964,43.04758,-89.452872
28877,610 Hintze Rd,Split-level,1964,43.133189,-89.388687
28878,118 S Walbridge Ave,Ranch,1964,43.0958789,-89.311826
28879,1005 Debra Ln,Ranch,1964,43.147207,-89.3789069
28880,1018 Debra Ln,Ranch,1964,43.147658,-89.377909
28881,1602 Norman Way,Bi-level,1964,43.081372,-89.481066
28882,5310 Painted Post Dr,Ranch,1964,43.079056,-89.288797
28883,137 Nautilus Dr,Modern two story,1964,43.064715,-89.48607
28884,125 Nautilus Dr,Modern two story,1964,43.065428,-89.485773
28885,6118 Strathmore Ln,Bi-level,1964,43.045982,-89.486693
28886,21 Merrill Crest Dr,Modern two story,1964,43.069247,-89.469739
28887,5429 Woodley Ln,Ranch,1964,43.045563,-89.35686
28888,471 Presidential Ln,Modern two story,1964,43.057481,-89.463816
28889,329 Cheyenne Trl,Split-level,1964,43.061729,-89.463813
28890,2830 Moland St,Ranch,1964,43.107858,-89.344005
28891,5301 Dorsett Dr,Cape Cod,1964,43.037609,-89.4705029
28892,4721 Spaanem Ave,Bungalow,1964,43.0721459,-89.314911
28893,4613 School Rd,Ranch,1964,43.144686,-89.382458
28894,3950 Plymouth Cir,Split-level,1964,43.0667,-89.443419
28895,2206 Manor Green Dr,Ranch,1964,43.029115,-89.474988
28896,309 Racine Rd,Ranch,1964,43.062908,-89.4650659
28897,314 Cheyenne Trl,Colonial,1964,43.062744,-89.464551
28898,472 Presidential Ln,Modern two story,1964,43.05746,-89.464551
28899,174 Farrell St,Ranch,1964,43.094037,-89.330386
28900,4917 Sherwood Rd,Ranch,1964,43.050658,-89.462693
28901,4922 Sherwood Rd,Ranch,1964,43.051173,-89.463011
28902,3954 Plymouth Cir,Split-level,1964,43.0664919,-89.44349
28903,5118 Hammersley Rd,Ranch,1964,43.039613,-89.467163
28904,4605 Dakota Dr,Ranch,1964,43.143731,-89.367241
28905,125 Frigate Dr,New style modern international,1964,43.06581,-89.483422
28906,129 Nautilus Dr,Ranch,1964,43.065182,-89.485881
28907,3946 Plymouth Cir,Modern two story,1964,43.066905,-89.443292
28908,157 Nautilus Dr,Modern two story,1964,43.063701,-89.486947
28909,4413 Travis Ter,Ranch,1964,43.051694,-89.452288
28910,6330 Piping Rock Rd,Split-level,1964,43.043301,-89.490709
28911,1302 Painted Post Dr,Modern two story,1964,43.079613,-89.292244
28912,6322 Piping Rock Rd,Bi-level,1964,43.04329,-89.489731
28913,1630 Delaware Blvd,Ranch,1964,43.143259,-89.365812
28914,1633 Wyoming Way,Ranch,1964,43.143513,-89.365353
28915,1641 Wyoming Way,Ranch,1964,43.143395,-89.364861
28916,314 N Segoe Rd Unit 103,Garden,1964,43.0702949,-89.4543208
28917,1621 Wyoming Way,Ranch,1964,43.143672,-89.36606
28918,302 N Segoe Rd Unit 202,Garden,1964,43.0701732,-89.4546747
28919,4810 Meredithe Ave,Ranch,1964,43.082251,-89.299588
28920,1638 Delaware Blvd,Ranch,1964,43.143157,-89.365329
28921,4610 Texas Trl,Ranch,1964,43.143392,-89.364526
28922,1646 Delaware Blvd,Ranch,1964,43.143043,-89.364853
28923,1642 Delaware Blvd,Ranch,1964,43.143107,-89.365089
28924,5405 Kroncke Dr,Ranch,1964,43.027391,-89.4719159
28925,3930 Plymouth Cir,Contemporary,1964,43.067343,-89.442413
28926,2302 Tawhee Dr,Bi-level,1964,43.028422,-89.469279
28927,502 Hummingbird Ln,Modern two story,1964,43.090589,-89.301311
28928,5221 Maher Ave,Ranch,1964,43.062671,-89.313317
28929,4714 Academy Dr,Ranch,1964,43.078067,-89.300479
28930,1814 Kenneth St,Ranch,1964,43.033406,-89.463212
28931,2206 Teal Dr,Bi-level,1964,43.029559,-89.4708859
28932,5217 Painted Post Dr,Ranch,1964,43.078584,-89.290195
28933,5205 Painted Post Dr,Ranch,1964,43.07867,-89.291088
28934,1805 Waunona Way,New style modern international,1964,43.049572,-89.345191
28935,309 Acewood Blvd,Ranch,1964,43.093174,-89.301849
28936,2118 Manor Green Dr,Ranch,1964,43.029578,-89.475232
28937,102 Standish Ct,Split-level,1964,43.065229,-89.443481
28938,13 N Kenosha Dr,Bi-level,1964,43.068862,-89.471301
28939,4413 School Rd,Ranch,1964,43.14264,-89.382527
28940,4821 Ferris Ave,Ranch,1964,43.082516,-89.299301
28941,3302 Leyton Ln,Contemporary,1964,43.027786,-89.43441
28942,2601 Scofield St,Ranch,1964,43.105455,-89.3521109
28943,1302 Crowley Ave,Apartment,1964,43.114444,-89.362912
28944,5826 Bartlett Ln,Ranch,1964,43.034077,-89.482746
28945,5 N Kenosha Dr,Split-level,1964,43.068681,-89.471286
28946,1 Carillon Dr,Bi-level,1964,43.067772,-89.474804
28947,1329 Tompkins Dr Unit E,Townhouse,1964,43.0578257,-89.3099467
28948,1721 Loftsgordon Ave,Ranch,1964,43.118521,-89.356672
28949,5310 Milward Dr,Ranch,1964,43.047799,-89.470269
28950,2221 S Whitney Way,Ranch,1964,43.028386,-89.47523
28951,5941 South Hill Dr,Ranch,1964,43.06693,-89.483343
28952,113 Nautilus Dr,Ranch,1964,43.06616,-89.486039
28953,4813 Tocora Ln,Bi-level,1964,43.057966,-89.459785
28954,4608 Camden Rd,Ranch,1964,43.074646,-89.312107
28955,229 N Marquette St,Ranch,1964,43.10242,-89.341069
28956,4717 Crescent Rd,Ranch,1964,43.024482,-89.459045
28957,713 S Few St Unit 1W,Garden,1964,43.0809472,-89.3612735
28958,1029 Spaight St Unit 3B,Garden,1964,43.0800414,-89.3652948
28959,1029 Spaight St Unit 5C,Garden,1964,43.0800414,-89.3652948
28960,1029 Spaight St Unit 3D,Garden,1964,43.0800414,-89.3652948
28961,113 N Kenosha Dr,Bi-level,1964,43.069892,-89.472252
28962,2114 S Whitney Way,Ranch,1964,43.030094,-89.477149
28963,2110 S Whitney Way,Ranch,1964,43.030277,-89.477255
28964,5114 Hammersley Rd,Split-level,1964,43.039608,-89.466763
28965,113 N Whitney Way,Modern two story,1964,43.069875,-89.467954
28966,4830 Sherwood Rd,Ranch,1964,43.05121,-89.460875
28967,4818 Sherwood Rd,Ranch,1964,43.051212,-89.459995
28968,1102 Timothy Ave,Ranch,1964,43.081525,-89.299221
28969,5209 Milward Dr,Split-level,1964,43.0472899,-89.469144
28970,2313 Carling Dr Unit 1,Garden,1964,43.0278515,-89.4612608
28971,2321 Carling Dr Unit 1,Garden,1964,43.0277323,-89.4612707
28972,304 N Segoe Rd Unit 102,Garden,1964,43.070258,-89.4543064
28973,5305 Painted Post Dr,Split-level,1964,43.078618,-89.289017
28974,5710 Russett Rd,Apartment,1964,43.033188,-89.477789
28975,2309 Carling Dr Unit 4,Garden,1964,43.027896,-89.46092
28976,5110 Odana Rd,Ranch,1964,43.0503069,-89.466683
28977,2329 Carling Dr Unit 3,Garden,1964,43.0276132,-89.4612807
28978,810 Northland Dr,Ranch,1964,43.147099,-89.3841039
28979,5306 Milward Dr,Ranch,1964,43.047795,-89.469967
28980,2325 Carling Dr Unit 3,Garden,1964,43.028237,-89.460887
28981,3413 Dawes St,Ranch,1964,43.0960589,-89.331349
28982,1014 Friar Ln,Split-level,1964,43.044573,-89.48091
28983,5402 Tolman Ter,Split-level,1964,43.037153,-89.472001
28984,5514 Lynwood Dr,Bi-level,1964,43.076735,-89.478452
28985,1017 Friar Ln,Ranch,1964,43.044389,-89.480074
28986,5725 Piping Rock Rd,Ranch,1964,43.041003,-89.479865
28987,837 Northland Dr,Ranch,1964,43.145886,-89.383319
28988,829 Northland Dr,Ranch,1964,43.146023,-89.383811
28989,3926 Priscilla Ln,Modern two story,1964,43.066575,-89.442141
28990,5214 Barton Rd,Bi-level,1964,43.036119,-89.469987
28991,5202 Barton Rd,Contemporary,1964,43.036111,-89.468776
28992,9 Barron Ct,Modern two story,1964,43.069859,-89.466029
28993,5117 Buffalo Trl,Modern two story,1964,43.0705219,-89.466217
28994,5420 Greening Ln,Ranch,1964,43.0834649,-89.472797
28995,4809 Ilene Ln,Ranch,1964,43.147022,-89.378919
28996,818 Northland Dr,Ranch,1964,43.1468459,-89.38377
28997,1110 Timothy Ave,Ranch,1964,43.081393,-89.299004
